neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,log_price
Brooklyn,Williamsburg,Private room,55.0,150,9,0.06,1,364,0,2632.0,4.0253515
Brooklyn,Park Slope,Entire home/apt,454.0,30,3,0.04,2,209,0,712.0,6.1202974
Queens,Ridgewood,Entire home/apt,72.0,30,330,2.04,1,88,1,197.0,4.2904596
Manhattan,Upper West Side,Entire home/apt,425.0,31,38,0.24,1,178,0,1071.0,6.0544395
Manhattan,Kips Bay,Private room,100.0,30,1,0.01,1,213,0,3999.0,4.6151204
Brooklyn,Clinton Hill,Private room,200.0,30,30,0.89,1,177,0,622.0,5.303305
Brooklyn,Windsor Terrace,Private room,83.0,30,125,0.78,1,365,0,2099.0,4.4308167
Manhattan,Upper West Side,Entire home/apt,200.0,30,136,0.85,1,304,1,275.0,5.303305
Brooklyn,Clinton Hill,Private room,106.0,2,542,3.36,2,302,39,11.0,4.6728287
Manhattan,Inwood,Entire home/apt,99.0,30,11,0.08,1,358,0,2543.0,4.6051702
Manhattan,Upper West Side,Entire home/apt,260.0,30,64,0.42,1,259,2,100.0,5.5645204
Queens,Ditmars Steinway,Entire home/apt,225.0,30,12,0.35,1,362,0,692.0,5.420535
Manhattan,SoHo,Entire home/apt,252.0,30,87,0.54,1,84,0,713.0,5.5333896
Manhattan,Upper West Side,Entire home/apt,120.0,30,12,0.2,2,330,0,717.0,4.7957907
Brooklyn,Williamsburg,Entire home/apt,314.0,30,220,1.37,1,169,0,381.0,5.7525725
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200.0,30,295,1.86,1,364,0,942.0,5.303305
Manhattan,Harlem,Private room,59.0,30,666,4.17,2,242,5,68.0,4.0943446
Brooklyn,Fort Greene,Private room,418.0,30,73,0.72,1,213,0,699.0,6.037871
Queens,Sunnyside,Entire home/apt,145.0,30,4,0.03,2,341,0,999.0,4.983607
Brooklyn,Bedford-Stuyvesant,Private room,73.0,30,30,0.19,4,298,1,344.0,4.304065
Brooklyn,Boerum Hill,Entire home/apt,300.0,150,4,0.03,1,351,0,4418.0,5.7071104
Brooklyn,Park Slope,Private room,103.0,180,64,0.4,1,365,0,2279.0,4.644391
Brooklyn,Prospect Heights,Private room,143.0,30,229,1.53,1,335,1,299.0,4.9698133
Brooklyn,South Slope,Entire home/apt,675.0,30,17,0.14,1,363,0,1077.0,6.516193
Brooklyn,Williamsburg,Private room,160.0,1,252,1.59,1,220,24,18.0,5.081404
Manhattan,Hell's Kitchen,Private room,80.0,30,0,0.47,1,348,0,167.0,4.394449
Brooklyn,Bedford-Stuyvesant,Private room,189.0,7,174,1.12,1,327,9,272.0,5.247024
Brooklyn,Prospect Heights,Entire home/apt,304.0,30,84,0.53,1,358,0,746.0,5.7203116
Brooklyn,Bedford-Stuyvesant,Private room,45.0,30,68,0.43,4,230,4,59.0,3.8286414
Brooklyn,Prospect Heights,Entire home/apt,100.0,30,1,0.01,1,253,0,4770.0,4.6151204
Brooklyn,Boerum Hill,Entire home/apt,313.0,30,251,1.57,1,221,1,352.0,5.749393
Brooklyn,Bushwick,Entire home/apt,150.0,30,0,0.47,1,154,0,167.0,5.0172796
Manhattan,Upper East Side,Private room,120.0,30,15,0.1,2,363,0,1366.0,4.7957907
Queens,Sunnyside,Private room,85.0,30,262,1.64,2,365,0,1970.0,4.454347
Brooklyn,Windsor Terrace,Entire home/apt,433.0,30,31,0.2,1,207,1,342.0,6.073045
Brooklyn,Sunset Park,Private room,59.0,30,20,0.13,3,209,4,116.0,4.0943446
Manhattan,Upper West Side,Private room,75.0,30,99,0.62,1,257,3,49.0,4.3307333
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,88.0,60,27,0.17,1,131,0,1086.0,4.4886365
Manhattan,Greenwich Village,Entire home/apt,308.0,30,115,0.74,6,306,0,396.0,5.733341
Brooklyn,Bushwick,Private room,43.0,30,35,0.24,1,91,6,61.0,3.7841897
Manhattan,Harlem,Entire home/apt,134.0,30,271,1.7,1,230,1,291.0,4.905275
Brooklyn,Williamsburg,Entire home/apt,428.0,30,44,0.3,2,269,0,729.0,6.061457
Queens,Ridgewood,Entire home/apt,80.0,30,154,0.97,1,212,3,92.0,4.394449
Brooklyn,Clinton Hill,Private room,190.0,30,2,0.01,1,365,0,3648.0,5.2522736
Brooklyn,Crown Heights,Private room,88.0,30,16,0.1,1,58,0,1176.0,4.4886365
Brooklyn,Crown Heights,Entire home/apt,130.0,30,257,1.63,3,324,4,104.0,4.8751974
Manhattan,Harlem,Entire home/apt,245.0,3,280,2.02,2,173,52,9.0,5.5053315
Manhattan,Harlem,Private room,90.0,30,21,0.13,2,271,0,688.0,4.5108595
Manhattan,Harlem,Private room,90.0,30,64,0.41,2,302,0,736.0,4.5108595
Manhattan,East Village,Private room,228.0,30,138,0.88,1,295,1,343.0,5.433722
Brooklyn,Bushwick,Entire home/apt,90.0,30,65,0.42,1,3,2,163.0,4.5108595
Manhattan,Hell's Kitchen,Private room,175.0,30,24,0.15,2,363,1,350.0,5.170484
Brooklyn,Bedford-Stuyvesant,Private room,150.0,4,392,2.5,1,336,36,16.0,5.0172796
Brooklyn,Williamsburg,Entire home/apt,221.0,3,605,3.87,2,204,46,20.0,5.4026775
Brooklyn,Prospect-Lefferts Gardens,Private room,78.0,30,19,0.12,3,213,0,1203.0,4.3694477
Queens,Woodside,Entire home/apt,95.0,30,97,0.87,3,245,2,63.0,4.564348
Staten Island,Concord,Private room,78.0,30,65,0.42,3,343,0,459.0,4.3694477
Brooklyn,Sunset Park,Entire home/apt,80.0,30,33,0.27,3,102,0,720.0,4.394449
Manhattan,East Village,Private room,530.0,30,140,0.9,1,145,0,697.0,6.274762
Manhattan,Harlem,Entire home/apt,270.0,30,11,0.08,1,362,1,155.0,5.602119
Manhattan,SoHo,Entire home/apt,540.0,30,105,0.7,1,334,4,43.0,6.2934194
Brooklyn,Clinton Hill,Private room,296.0,2,133,1.0,1,178,19,12.0,5.6937323
Manhattan,Gramercy,Entire home/apt,245.0,30,243,1.59,1,53,4,49.0,5.5053315
Queens,Ridgewood,Private room,61.0,30,31,0.21,1,153,0,2086.0,4.1271343
Manhattan,Upper West Side,Entire home/apt,2500.0,30,59,0.38,10,364,0,3474.0,7.8244457
Brooklyn,Williamsburg,Entire home/apt,211.0,31,165,1.22,1,124,2,124.0,5.3565865
Manhattan,Lower East Side,Entire home/apt,90.0,31,136,0.87,1,95,5,59.0,4.5108595
Queens,Ridgewood,Private room,100.0,30,1,0.01,2,178,0,2768.0,4.6151204
Brooklyn,Sunset Park,Private room,53.0,30,46,0.29,4,1,0,713.0,3.988984
Manhattan,Murray Hill,Entire home/apt,171.0,30,36,0.26,8,236,3,76.0,5.1474943
Manhattan,Murray Hill,Entire home/apt,164.0,30,27,0.17,8,214,4,64.0,5.1059456
Brooklyn,Crown Heights,Entire home/apt,280.0,30,87,0.78,5,333,2,290.0,5.638355
Brooklyn,Park Slope,Entire home/apt,500.0,365,283,1.82,1,365,1,326.0,6.216606
Brooklyn,Williamsburg,Entire home/apt,600.0,30,82,0.55,2,336,0,1218.0,6.398595
Brooklyn,Fort Greene,Entire home/apt,117.0,30,125,0.8,1,142,2,55.0,4.7706847
Manhattan,Morningside Heights,Entire home/apt,180.0,30,19,0.13,1,79,1,274.0,5.198497
Manhattan,Upper West Side,Entire home/apt,185.0,90,81,0.54,1,180,0,1170.0,5.2257466
Queens,Flushing,Private room,80.0,1,302,2.0,1,83,65,16.0,4.394449
Manhattan,Murray Hill,Entire home/apt,500.0,30,0,0.47,1,365,0,167.0,6.216606
Queens,Jackson Heights,Private room,120.0,180,0,0.47,1,362,0,167.0,4.7957907
Manhattan,Upper West Side,Entire home/apt,174.0,31,56,0.37,1,163,3,41.0,5.164786
Brooklyn,Bedford-Stuyvesant,Entire home/apt,280.0,30,49,0.32,1,358,0,412.0,5.638355
Brooklyn,Williamsburg,Private room,98.0,30,6,0.04,2,68,0,942.0,4.59512
Manhattan,Chelsea,Entire home/apt,230.0,30,62,0.42,1,267,0,1065.0,5.4424176
Brooklyn,Williamsburg,Private room,85.0,30,117,0.85,1,74,0,634.0,4.454347
Manhattan,Chelsea,Entire home/apt,400.0,30,271,1.88,2,232,0,634.0,5.9939613
Brooklyn,Crown Heights,Entire home/apt,367.0,30,2,0.01,1,0,1,64.0,5.908083
Brooklyn,Bedford-Stuyvesant,Private room,50.0,7,189,1.26,1,28,3,10.0,3.9318256
Brooklyn,Clinton Hill,Private room,134.0,30,66,0.44,2,355,1,70.0,4.905275
Brooklyn,DUMBO,Private room,130.0,30,35,0.23,1,172,0,3862.0,4.8751974
Manhattan,Harlem,Private room,53.0,30,39,0.26,1,58,3,28.0,3.988984
Brooklyn,Williamsburg,Private room,114.0,3,137,0.91,1,5,9,2.0,4.744932
Manhattan,Harlem,Entire home/apt,90.0,30,93,0.62,3,271,4,96.0,4.5108595
Brooklyn,Sunset Park,Private room,44.0,30,56,0.38,4,320,2,47.0,3.8066626
Manhattan,East Village,Private room,123.0,30,712,4.73,1,192,4,48.0,4.8202815
Queens,Ridgewood,Private room,113.0,30,140,0.93,2,336,0,600.0,4.7361984
Manhattan,Upper West Side,Entire home/apt,228.0,30,9,0.07,17,150,0,3323.0,5.433722
Manhattan,Midtown,Entire home/apt,750.0,30,148,0.98,1,365,0,2158.0,6.6214056
Brooklyn,DUMBO,Private room,350.0,30,393,2.61,2,365,0,610.0,5.8607864
Bronx,City Island,Entire home/apt,113.0,30,110,0.75,2,59,1,90.0,4.7361984
Queens,East Elmhurst,Entire home/apt,99.0,30,201,1.34,4,337,5,87.0,4.6051702
Manhattan,Harlem,Entire home/apt,100.0,40,0,0.47,3,362,0,167.0,4.6151204
Brooklyn,Bedford-Stuyvesant,Private room,75.0,30,43,0.33,3,150,2,226.0,4.3307333
Brooklyn,Brooklyn Heights,Entire home/apt,300.0,30,13,0.1,1,363,0,2073.0,5.7071104
Queens,Astoria,Entire home/apt,75.0,30,313,2.09,2,298,1,305.0,4.3307333
Brooklyn,Fort Greene,Entire home/apt,111.0,30,18,0.12,3,163,2,108.0,4.7184987
Brooklyn,Williamsburg,Private room,124.0,3,119,0.78,3,188,40,8.0,4.828314
Manhattan,Washington Heights,Private room,79.0,30,1,0.01,1,365,0,4292.0,4.3820267
Manhattan,Harlem,Entire home/apt,250.0,30,8,0.05,2,362,0,3274.0,5.525453
Brooklyn,Park Slope,Entire home/apt,130.0,30,110,0.71,1,206,1,1.0,4.8751974
Manhattan,Upper East Side,Private room,81.0,30,65,0.45,1,352,0,2137.0,4.406719
Manhattan,Washington Heights,Entire home/apt,83.0,30,28,0.19,1,296,3,32.0,4.4308167
Brooklyn,Crown Heights,Private room,83.0,30,81,0.53,3,344,0,794.0,4.4308167
Manhattan,Harlem,Private room,99.0,30,104,0.69,4,270,0,636.0,4.6051702
Manhattan,Harlem,Private room,89.0,30,86,0.56,4,90,1,300.0,4.4998097
Manhattan,East Harlem,Shared room,44.0,30,150,1.03,1,364,3,39.0,3.8066626
Manhattan,Harlem,Private room,89.0,30,66,0.45,4,270,1,5.0,4.4998097
Manhattan,Harlem,Private room,89.0,30,68,0.49,4,270,0,691.0,4.4998097
Brooklyn,Bedford-Stuyvesant,Private room,55.0,30,36,0.24,1,363,0,2404.0,4.0253515
Manhattan,Upper West Side,Private room,142.0,31,198,1.29,1,295,4,70.0,4.962845
Brooklyn,Bedford-Stuyvesant,Private room,47.0,30,94,1.1,2,335,3,67.0,3.871201
Brooklyn,Prospect-Lefferts Gardens,Private room,70.0,30,84,0.55,1,365,0,3220.0,4.26268
Manhattan,East Village,Shared room,128.0,30,48,0.35,3,251,0,706.0,4.8598123
Brooklyn,Crown Heights,Entire home/apt,92.0,30,8,0.21,2,318,1,117.0,4.5325994
Queens,College Point,Entire home/apt,402.0,30,65,0.43,1,214,0,1035.0,5.9989367
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100.0,30,304,1.98,1,107,5,162.0,4.6151204
Brooklyn,Sunset Park,Entire home/apt,126.0,30,79,0.66,3,207,2,124.0,4.8441873
Manhattan,East Village,Entire home/apt,850.0,30,96,0.66,1,362,0,776.0,6.7464123
Brooklyn,Flatbush,Entire home/apt,123.0,30,288,1.93,1,336,2,36.0,4.8202815
Manhattan,Upper West Side,Entire home/apt,372.0,30,108,0.72,1,297,2,53.0,5.9215784
Manhattan,Harlem,Entire home/apt,108.0,30,14,0.1,1,286,2,89.0,4.691348
Manhattan,Chinatown,Entire home/apt,90.0,30,97,0.63,1,120,4,153.0,4.5108595
Brooklyn,Prospect-Lefferts Gardens,Private room,155.0,4,100,0.77,2,292,19,14.0,5.049856
Brooklyn,Williamsburg,Private room,99.0,30,38,0.28,2,76,0,1377.0,4.6051702
Brooklyn,Williamsburg,Entire home/apt,151.0,30,275,1.82,3,247,1,49.0,5.0238805
Brooklyn,Bushwick,Entire home/apt,199.0,30,53,0.36,3,238,1,166.0,5.2983174
Manhattan,Greenwich Village,Entire home/apt,131.0,30,35,0.25,1,323,3,225.0,4.882802
Brooklyn,Williamsburg,Entire home/apt,145.0,30,38,0.28,2,308,0,713.0,4.983607
Brooklyn,Crown Heights,Entire home/apt,170.0,30,92,0.67,2,178,2,90.0,5.1416636
Brooklyn,Gowanus,Private room,87.0,30,257,1.75,1,353,1,224.0,4.477337
Manhattan,Washington Heights,Entire home/apt,85.0,30,57,0.38,1,181,1,214.0,4.454347
Brooklyn,Williamsburg,Private room,53.0,31,14,0.1,3,247,0,858.0,3.988984
Brooklyn,Williamsburg,Entire home/apt,249.0,30,33,0.22,1,304,0,2039.0,5.521461
Brooklyn,Sunset Park,Private room,42.0,30,58,0.38,4,321,2,98.0,3.7612002
Brooklyn,Greenpoint,Private room,57.0,31,12,0.11,1,305,0,2149.0,4.060443
Brooklyn,Crown Heights,Entire home/apt,101.0,30,210,1.38,1,272,4,16.0,4.624973
Brooklyn,Kensington,Entire home/apt,95.0,30,243,1.61,1,337,0,633.0,4.564348
Queens,Flushing,Private room,81.0,2,434,2.9,1,98,43,13.0,4.406719
Brooklyn,Flatbush,Private room,101.0,30,63,0.42,1,364,0,2010.0,4.624973
Brooklyn,Williamsburg,Entire home/apt,185.0,30,225,1.52,1,270,3,32.0,5.2257466
Manhattan,Harlem,Entire home/apt,250.0,30,33,0.23,2,267,0,1492.0,5.525453
Manhattan,Upper East Side,Entire home/apt,450.0,30,95,0.64,1,180,0,1891.0,6.1114674
Manhattan,East Village,Entire home/apt,160.0,30,18,0.13,1,223,3,243.0,5.081404
Brooklyn,Bedford-Stuyvesant,Entire home/apt,255.0,30,0,0.47,1,173,0,167.0,5.5451775
Manhattan,Upper East Side,Entire home/apt,713.0,30,186,1.25,1,270,0,656.0,6.570883
Manhattan,East Harlem,Entire home/apt,130.0,31,247,1.66,2,138,0,420.0,4.8751974
Manhattan,Chelsea,Private room,90.0,30,306,2.05,1,270,0,956.0,4.5108595
Queens,Sunnyside,Entire home/apt,195.0,30,10,0.07,3,177,0,1066.0,5.278115
Brooklyn,Sunset Park,Entire home/apt,148.0,30,106,0.72,1,364,2,44.0,5.0039463
Manhattan,Harlem,Entire home/apt,169.0,30,209,1.43,4,247,2,63.0,5.1357985
Manhattan,Harlem,Private room,189.0,30,416,2.77,2,365,0,609.0,5.247024
Manhattan,Harlem,Entire home/apt,175.0,30,28,0.19,1,173,0,2039.0,5.170484
Manhattan,Murray Hill,Private room,11078.0,30,3,0.02,2,83,0,3965.0,9.312807
Manhattan,Upper West Side,Entire home/apt,229.0,30,14,0.09,11,365,1,14.0,5.4380794
Manhattan,Upper West Side,Entire home/apt,206.0,30,27,0.2,11,365,1,336.0,5.332719
Manhattan,East Village,Entire home/apt,196.0,30,90,0.61,1,358,1,357.0,5.2832036
Staten Island,Concord,Private room,60.0,30,29,0.19,3,358,0,2573.0,4.1108737
Brooklyn,Carroll Gardens,Private room,240.0,30,113,0.73,1,365,0,635.0,5.484797
Brooklyn,Clinton Hill,Entire home/apt,142.0,30,580,3.77,1,90,0,423.0,4.962845
Queens,Woodside,Entire home/apt,95.0,30,77,0.72,3,344,2,298.0,4.564348
Queens,Woodside,Entire home/apt,95.0,30,74,0.48,3,316,0,449.0,4.564348
Manhattan,Greenwich Village,Entire home/apt,250.0,60,0,0.47,1,365,0,167.0,5.525453
Manhattan,East Village,Entire home/apt,89.0,30,98,0.63,1,190,2,82.0,4.4998097
Manhattan,Harlem,Private room,80.0,30,10,0.06,2,268,0,1135.0,4.394449
Brooklyn,Greenpoint,Entire home/apt,381.0,1,133,0.89,29,118,5,271.0,5.9454207
Brooklyn,Greenpoint,Entire home/apt,480.0,1,190,1.28,29,120,0,378.0,6.175867
Brooklyn,Greenpoint,Private room,58.0,30,48,0.31,2,172,3,79.0,4.0775375
Manhattan,Upper West Side,Entire home/apt,235.0,30,20,0.15,11,350,1,32.0,5.463832
Manhattan,Upper West Side,Entire home/apt,206.0,30,21,0.14,11,363,0,413.0,5.332719
Queens,Astoria,Private room,100.0,30,77,0.49,2,178,0,635.0,4.6151204
Manhattan,Upper West Side,Private room,72.0,30,73,0.53,1,317,3,93.0,4.2904596
Brooklyn,Greenpoint,Entire home/apt,300.0,3,109,0.7,1,119,6,44.0,5.7071104
Brooklyn,Bushwick,Entire home/apt,175.0,30,124,0.82,2,365,0,1728.0,5.170484
Manhattan,SoHo,Entire home/apt,200.0,30,16,0.1,2,365,0,1367.0,5.303305
Manhattan,East Village,Private room,96.0,30,91,0.62,2,356,2,274.0,4.574711
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150.0,3,209,1.39,1,259,21,19.0,5.0172796
Brooklyn,Bedford-Stuyvesant,Entire home/apt,108.0,30,272,1.75,1,195,3,93.0,4.691348
Queens,Long Island City,Private room,47.0,30,13,0.08,16,361,0,3520.0,3.871201
Manhattan,West Village,Entire home/apt,500.0,30,1,0.01,1,173,0,4445.0,6.216606
Bronx,Allerton,Private room,77.0,30,49,0.32,1,270,1,331.0,4.356709
Queens,Astoria,Private room,86.0,30,129,0.83,1,87,0,679.0,4.465908
Manhattan,Upper West Side,Entire home/apt,325.0,30,18,0.12,2,273,2,106.0,5.786897
Brooklyn,Williamsburg,Private room,165.0,4,127,0.84,1,8,9,147.0,5.1119876
Queens,Bayside,Entire home/apt,314.0,30,84,0.58,1,365,1,84.0,5.7525725
Brooklyn,Downtown Brooklyn,Entire home/apt,175.0,30,87,0.56,1,94,5,32.0,5.170484
Manhattan,Upper West Side,Private room,100.0,30,91,0.59,2,365,0,697.0,4.6151204
Queens,Flushing,Private room,52.0,30,31,0.23,2,306,0,2592.0,3.9702919
Brooklyn,Bedford-Stuyvesant,Private room,110.0,30,2,0.02,2,178,0,3617.0,4.7095304
Brooklyn,Flatbush,Entire home/apt,170.0,30,66,0.43,1,270,2,63.0,5.1416636
Manhattan,Lower East Side,Entire home/apt,145.0,30,8,0.09,1,66,0,1401.0,4.983607
Manhattan,Upper West Side,Entire home/apt,305.0,30,16,0.18,2,331,0,404.0,5.723585
Manhattan,West Village,Entire home/apt,204.0,1,416,2.7,5,70,38,26.0,5.32301
Manhattan,Lower East Side,Private room,75.0,30,71,0.46,1,268,3,195.0,4.3307333
Brooklyn,Bedford-Stuyvesant,Entire home/apt,156.0,30,93,0.75,4,364,1,2.0,5.056246
Brooklyn,Bedford-Stuyvesant,Entire home/apt,155.0,30,81,0.54,4,252,1,276.0,5.049856
Manhattan,Harlem,Entire home/apt,200.0,30,217,1.51,1,333,1,364.0,5.303305
Manhattan,Murray Hill,Private room,140.0,30,7,0.05,2,270,0,983.0,4.94876
Manhattan,Chelsea,Entire home/apt,248.0,60,8,0.05,1,261,0,2893.0,5.5174527
Brooklyn,Williamsburg,Entire home/apt,200.0,31,213,1.54,1,305,1,346.0,5.303305
Manhattan,SoHo,Entire home/apt,155.0,60,15,0.1,1,291,0,2056.0,5.049856
Brooklyn,Bushwick,Entire home/apt,114.0,30,5,0.03,1,156,0,366.0,4.744932
Manhattan,Upper West Side,Private room,150.0,30,38,0.29,1,364,0,1022.0,5.0172796
Brooklyn,Prospect-Lefferts Gardens,Private room,169.0,1,345,2.35,1,356,34,40.0,5.1357985
Queens,Woodside,Private room,74.0,30,66,0.47,1,46,0,2039.0,4.317488
Queens,Queens Village,Private room,95.0,30,11,0.08,1,365,0,2092.0,4.564348
Manhattan,Chelsea,Entire home/apt,139.0,125,38,0.26,16,213,0,434.0,4.9416423
Manhattan,Upper West Side,Entire home/apt,215.0,30,27,0.22,11,305,5,7.0,5.3752785
Brooklyn,Clinton Hill,Entire home/apt,258.0,30,117,0.78,2,321,0,639.0,5.556828
Brooklyn,Carroll Gardens,Entire home/apt,357.0,30,77,0.54,2,101,0,698.0,5.880533
Queens,Astoria,Entire home/apt,145.0,30,82,0.55,1,202,2,70.0,4.983607
Manhattan,Harlem,Private room,53.0,30,210,1.41,1,69,2,35.0,3.988984
Bronx,Norwood,Entire home/apt,88.0,30,3,0.11,1,302,2,245.0,4.4886365
Queens,Long Island City,Private room,64.0,30,13,0.09,1,319,0,2155.0,4.1743875
Bronx,Concourse,Private room,88.0,2,65,0.48,3,41,28,37.0,4.4886365
Manhattan,East Village,Entire home/apt,449.0,30,56,0.38,1,358,2,30.0,6.1092477
Brooklyn,Bushwick,Private room,59.0,30,86,0.58,3,213,3,123.0,4.0943446
Queens,East Elmhurst,Entire home/apt,105.0,30,59,0.39,4,355,4,53.0,4.6634393
Queens,Astoria,Private room,83.0,30,88,0.59,2,334,3,1.0,4.4308167
Brooklyn,Greenpoint,Private room,67.0,30,8,0.22,1,180,3,223.0,4.2195077
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120.0,30,62,0.42,1,96,1,223.0,4.7957907
Manhattan,Chelsea,Entire home/apt,644.0,30,177,1.18,1,365,0,605.0,6.46925
Brooklyn,Prospect-Lefferts Gardens,Private room,49.0,30,103,0.69,18,332,1,155.0,3.912023
Manhattan,Midtown,Private room,10891.0,30,1,0.01,2,83,0,3594.0,9.295784
Brooklyn,Canarsie,Private room,200.0,1,257,1.79,1,338,21,20.0,5.303305
Manhattan,Upper East Side,Entire home/apt,137.0,30,69,0.55,1,181,5,126.0,4.9272537
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175.0,2,202,1.4,1,256,25,24.0,5.170484
Brooklyn,Bedford-Stuyvesant,Private room,111.0,5,363,2.51,1,304,26,1.0,4.7184987
Manhattan,Morningside Heights,Entire home/apt,125.0,30,28,0.2,1,358,0,1029.0,4.836282
Brooklyn,Bedford-Stuyvesant,Private room,38.0,30,120,0.83,4,120,6,67.0,3.6635616
Brooklyn,Flatbush,Private room,109.0,30,256,1.77,1,364,0,647.0,4.7004805
Manhattan,Hell's Kitchen,Entire home/apt,242.0,30,12,0.09,239,258,2,112.0,5.4930615
Manhattan,Greenwich Village,Entire home/apt,532.0,30,57,0.4,1,274,5,94.0,6.2785215
Brooklyn,Bedford-Stuyvesant,Entire home/apt,245.0,2,449,3.29,1,59,63,1.0,5.5053315
Brooklyn,Williamsburg,Entire home/apt,153.0,30,227,1.57,2,253,1,264.0,5.0369525
Manhattan,Hell's Kitchen,Entire home/apt,250.0,30,90,0.62,1,364,0,614.0,5.525453
Manhattan,Gramercy,Entire home/apt,200.0,30,6,0.04,1,358,0,2134.0,5.303305
Manhattan,Hell's Kitchen,Entire home/apt,415.0,30,29,0.24,239,182,2,33.0,6.0306854
Manhattan,Hell's Kitchen,Entire home/apt,293.0,30,19,0.14,25,316,0,719.0,5.68358
Manhattan,Harlem,Entire home/apt,116.0,30,136,0.94,2,209,0,1160.0,4.762174
Brooklyn,Park Slope,Entire home/apt,330.0,30,68,0.47,1,365,0,1960.0,5.8021183
Queens,Astoria,Private room,47.0,30,20,0.18,1,257,0,615.0,3.871201
Brooklyn,Prospect-Lefferts Gardens,Private room,69.0,30,1,0.01,1,177,0,4081.0,4.248495
Manhattan,SoHo,Entire home/apt,185.0,30,83,0.61,1,363,1,247.0,5.2257466
Brooklyn,Bedford-Stuyvesant,Entire home/apt,272.0,30,18,0.13,1,358,0,1088.0,5.609472
Manhattan,Upper West Side,Entire home/apt,433.0,30,24,0.21,1,177,0,657.0,6.073045
Manhattan,Chelsea,Entire home/apt,234.0,30,1,0.01,2,179,0,3557.0,5.4595857
Brooklyn,Crown Heights,Entire home/apt,128.0,30,108,0.77,1,363,0,748.0,4.8598123
Manhattan,Upper West Side,Entire home/apt,500.0,30,171,1.2,2,356,1,33.0,6.216606
Brooklyn,Williamsburg,Entire home/apt,180.0,30,183,1.28,1,32,0,2785.0,5.198497
Bronx,Soundview,Private room,95.0,30,54,0.39,1,365,0,1172.0,4.564348
Manhattan,Hell's Kitchen,Entire home/apt,180.0,30,127,0.93,1,321,0,1721.0,5.198497
Brooklyn,Bedford-Stuyvesant,Private room,200.0,30,3,0.02,1,365,0,3487.0,5.303305
Manhattan,Hell's Kitchen,Private room,165.0,30,33,0.26,1,179,0,2039.0,5.1119876
Manhattan,East Harlem,Private room,134.0,30,55,0.46,2,305,1,214.0,4.905275
Brooklyn,Bedford-Stuyvesant,Entire home/apt,95.0,30,24,0.84,1,365,0,648.0,4.564348
Brooklyn,Crown Heights,Private room,353.0,30,12,0.11,3,364,0,1862.0,5.869297
Brooklyn,Bushwick,Entire home/apt,99.0,30,203,1.41,3,210,0,443.0,4.6051702
Manhattan,East Village,Entire home/apt,160.0,4,471,3.3,1,23,30,13.0,5.081404
Manhattan,Upper West Side,Entire home/apt,500.0,30,222,1.93,2,305,1,82.0,6.216606
Manhattan,Murray Hill,Private room,151.0,30,38,0.26,1,362,0,2137.0,5.0238805
Manhattan,West Village,Entire home/apt,391.0,30,6,0.04,2,365,0,3767.0,5.971262
Manhattan,Chelsea,Entire home/apt,333.0,30,59,0.41,1,75,4,63.0,5.811141
Brooklyn,Bushwick,Entire home/apt,135.0,30,150,1.01,2,365,0,1721.0,4.912655
Brooklyn,Cobble Hill,Entire home/apt,175.0,30,50,0.34,1,176,0,475.0,5.170484
Brooklyn,Bedford-Stuyvesant,Entire home/apt,159.0,30,49,0.33,1,133,2,195.0,5.075174
Manhattan,Kips Bay,Entire home/apt,192.0,30,70,0.47,1,244,0,1972.0,5.26269
Brooklyn,Sheepshead Bay,Private room,72.0,30,74,0.5,2,87,0,1828.0,4.2904596
Brooklyn,Williamsburg,Entire home/apt,150.0,30,26,0.19,1,266,6,35.0,5.0172796
Manhattan,Nolita,Private room,125.0,30,60,0.41,3,180,0,709.0,4.836282
Manhattan,Washington Heights,Private room,74.0,31,31,0.28,1,177,0,428.0,4.317488
Manhattan,Harlem,Private room,100.0,30,15,0.1,1,365,0,2770.0,4.6151204
Brooklyn,Fort Greene,Entire home/apt,200.0,30,18,0.19,1,204,0,761.0,5.303305
Brooklyn,Williamsburg,Private room,209.0,5,19,0.15,3,229,12,7.0,5.3471074
Manhattan,Harlem,Entire home/apt,150.0,30,29,0.2,1,363,3,3.0,5.0172796
Brooklyn,Williamsburg,Entire home/apt,342.0,30,45,0.3,3,345,0,1178.0,5.8377304
Manhattan,Upper West Side,Private room,140.0,30,12,0.08,1,364,0,4050.0,4.94876
Manhattan,Upper West Side,Entire home/apt,1142.0,30,22,0.15,10,364,0,3475.0,7.041412
Brooklyn,Williamsburg,Entire home/apt,274.0,30,150,1.15,1,150,4,15.0,5.616771
Brooklyn,Greenpoint,Private room,58.0,30,127,0.86,1,222,1,39.0,4.0775375
Manhattan,Harlem,Private room,75.0,30,121,0.82,1,154,3,133.0,4.3307333
Bronx,Port Morris,Private room,67.0,30,124,0.84,1,322,2,214.0,4.2195077
Brooklyn,East Flatbush,Entire home/apt,110.0,30,142,0.96,1,365,0,672.0,4.7095304
